subset,session_id,context_tokens,turn_count,q_avg,q_min,q_max,a_avg,a_min,a_max,total_session_tokens
scbench_qa_eng,38,189377,5,10.2,9,13,3.4,1,8,189445
scbench_qa_eng,39,148045,5,12.4,10,16,2.6,1,4,148120
scbench_qa_eng,40,177431,5,18.6,12,26,3.6,2,7,177542
scbench_qa_eng,41,91991,5,17.6,12,21,3.6,1,7,92097
scbench_qa_eng,42,232328,5,10.2,7,13,3.8,2,7,232398
scbench_qa_eng,43,69644,5,13.6,7,21,4.6,1,14,69735
scbench_qa_eng,44,213395,5,10.2,9,12,7.2,1,19,213482
scbench_qa_eng,45,188110,5,14.6,12,16,8,1,16,188223
scbench_qa_eng,46,126086,5,7.2,6,11,5.2,4,8,126148
scbench_qa_eng,47,145755,5,11.6,9,16,3.2,2,8,145829
scbench_qa_eng,48,101336,5,10.8,5,19,4.8,2,8,101414
scbench_qa_eng,49,199311,5,11.4,8,17,3,2,4,199383
scbench_qa_eng,50,79328,5,13,9,16,1.4,1,2,79400
scbench_qa_eng,51,183191,5,14.4,9,22,2.2,2,3,183274
scbench_qa_eng,52,104257,5,15.4,13,21,7.6,2,22,104372
scbench_qa_eng,53,90675,5,15.2,11,23,4,2,7,90771
scbench_qa_eng,54,279523,5,12.6,7,17,3,1,7,279601
scbench_qa_eng,55,148510,5,14.4,10,18,3.2,2,4,148598
scbench_qa_eng,56,155559,5,19.2,15,26,6.4,2,10,155687
scbench_qa_eng,57,282502,5,10.8,6,16,4.6,1,8,282579
scbench_qa_eng,58,180399,5,12.4,8,15,3.8,3,5,180480
scbench_qa_eng,59,75525,5,16,11,22,7.2,3,16,75641
scbench_qa_eng,60,119263,5,10.6,8,16,2.6,1,6,119329
scbench_qa_eng,61,72646,5,11.6,9,16,13.4,2,27,72771
scbench_qa_eng,62,95459,5,13,9,17,3.6,2,5,95542
scbench_qa_eng,63,201478,5,12.4,11,13,5.8,2,11,201569
scbench_qa_eng,64,88952,5,9.6,8,11,4,2,10,89020
scbench_qa_eng,65,223420,5,13,10,17,4,2,6,223505
scbench_qa_eng,66,127832,5,13,9,25,4.2,2,7,127918
scbench_qa_eng,67,81299,5,9.4,6,13,6,1,11,81376
scbench_qa_eng,68,301132,5,13,10,17,3.4,2,6,301214
scbench_qa_chn,0,435033,8,16,9,31,19.4,1,69,435316
scbench_qa_chn,1,27211,7,13.7,9,22,3.1,1,9,27329
scbench_qa_chn,2,26829,7,12.6,8,17,8.1,1,41,26974
scbench_qa_chn,3,714323,3,21.7,12,40,7.3,4,10,714410
scbench_qa_chn,4,80636,4,20,9,29,4,2,8,80732
scbench_qa_chn,5,102147,2,13.5,9,18,4,3,5,102182
scbench_qa_chn,6,440187,5,14.2,9,29,11.6,2,39,440316
scbench_qa_chn,7,222785,5,17.4,12,24,3.4,1,7,222889
scbench_qa_chn,8,4785800,4,10.8,7,16,7.5,1,19,4785873
scbench_qa_chn,9,125699,7,14.4,8,27,6.1,2,19,125843
scbench_qa_chn,10,439549,8,15.2,11,21,4.6,1,14,439708
scbench_qa_chn,11,506113,6,18.5,14,23,1.5,1,4,506233
scbench_qa_chn,12,512897,7,14.4,11,25,4.3,2,8,513028
scbench_qa_chn,13,3301432,7,20.6,11,34,6.9,1,21,3301624
scbench_qa_chn,14,1272449,4,29.5,11,62,2.5,1,5,1272577
scbench_qa_chn,15,2618338,4,15,7,22,1.8,1,2,2618405
scbench_qa_chn,16,3185763,3,37.3,20,48,9.3,6,14,3185903
scbench_qa_chn,17,1626403,5,24.8,11,54,2.6,1,8,1626540
scbench_qa_chn,18,3980870,3,15.3,7,21,3.3,1,7,3980926
scbench_qa_chn,19,2775559,5,16.8,10,27,2,1,4,2775653
scbench_qa_chn,20,1512123,6,18.3,9,35,2.3,1,5,1512247
scbench_qa_chn,21,1835483,6,26.8,9,39,2.8,1,5,1835661
scbench_qa_chn,22,925925,7,25,12,46,3.6,2,5,926125
scbench_qa_chn,23,5907618,4,19.5,14,26,2,1,3,5907704
scbench_qa_chn,24,1776424,3,15,10,18,3,1,5,1776478
scbench_qa_chn,25,1108701,5,33.4,11,60,10.6,2,19,1108921
scbench_qa_chn,26,1812520,8,20.5,10,42,3.9,1,13,1812715
scbench_qa_chn,27,2426393,3,19.7,9,28,7,2,15,2426473
scbench_qa_chn,28,1250331,5,11.8,10,13,7.8,2,21,1250429
scbench_qa_chn,29,3405972,3,16.7,13,23,4,3,6,3406034
scbench_qa_chn,30,1080963,5,19,9,34,32.2,3,87,1081219
scbench_qa_chn,31,1189080,11,16,8,34,5.4,2,19,1189315
scbench_qa_chn,32,598157,4,12,11,14,5.8,2,12,598228
scbench_qa_chn,33,453424,4,23,16,28,6.2,2,18,453541
scbench_qa_chn,34,743825,11,23.5,10,45,7.8,1,31,744170
scbench_choice_eng,0,266556,4,12.8,8,16,2.8,2,4,266618
scbench_choice_eng,1,94305,4,18,14,23,6,2,17,94401
scbench_choice_eng,2,452606,4,14.5,12,19,4,3,7,452680
scbench_choice_eng,3,134023,4,12.2,7,21,5.2,3,8,134093
scbench_choice_eng,4,163595,4,12,7,19,18,4,34,163715
scbench_choice_eng,5,156059,4,17.2,12,23,6.5,2,13,156154
scbench_choice_eng,6,263986,4,18.5,14,24,8,3,14,264092
scbench_choice_eng,7,201490,4,12.8,8,17,5,3,9,201561
scbench_choice_eng,8,90372,4,16.2,8,24,7.5,5,9,90467
scbench_choice_eng,9,255444,4,10.8,9,13,3.2,2,7,255500
scbench_choice_eng,10,119270,4,10.8,7,13,4.2,3,7,119330
scbench_choice_eng,11,72648,4,11.5,7,16,4.8,2,9,72713
scbench_choice_eng,12,126092,4,11.8,9,17,3.2,2,6,126152
scbench_choice_eng,13,232334,4,9.2,5,13,4.5,1,10,232389
scbench_choice_eng,14,223431,4,15.2,8,22,6.2,2,16,223517
scbench_choice_eng,15,178083,4,17.8,10,33,8,3,15,178186
scbench_choice_eng,16,101340,4,13.2,9,19,4.2,2,7,101410
scbench_choice_eng,17,183203,4,14.8,8,22,1.8,1,2,183269
scbench_choice_eng,18,744460,4,13.5,12,15,6.8,4,11,744541
scbench_choice_eng,19,244840,4,10.5,8,12,1.8,1,3,244889
scbench_choice_eng,20,91993,4,18.8,16,21,6.5,2,13,92094
scbench_choice_eng,21,148053,4,13.2,10,21,5.8,3,8,148129
scbench_choice_eng,22,213404,4,10,7,13,3.5,1,5,213458
scbench_choice_eng,23,199321,4,11,10,13,2.8,2,4,199376
scbench_choice_eng,24,265533,4,11,8,16,2.8,2,5,265588
scbench_choice_eng,25,261013,4,13.8,10,20,9,6,14,261104
scbench_choice_eng,26,95466,4,11.2,6,16,4.2,3,7,95528
scbench_choice_eng,27,69647,4,16.2,9,21,3.2,2,4,69725
scbench_choice_eng,28,213749,4,10.2,8,14,6.5,3,15,213816
scbench_choice_eng,29,104264,4,14,12,16,5.8,2,13,104343
scbench_choice_eng,30,282519,4,10.2,7,14,4.5,2,8,282578
scbench_choice_eng,31,142814,4,14.2,13,17,6.5,3,11,142897
scbench_choice_eng,32,180407,4,10.5,6,15,4.2,2,6,180466
scbench_choice_eng,33,143994,4,11,9,12,4.2,3,5,144055
scbench_choice_eng,34,90679,3,12.7,7,23,7.3,2,12,90739
scbench_choice_eng,35,148517,4,16,15,18,3.5,3,5,148595
scbench_choice_eng,36,89678,4,11.5,8,16,4.2,2,8,89741
scbench_choice_eng,37,177441,2,15,12,18,5,4,6,177481
scbench_choice_eng,38,134457,4,9.8,7,13,2.8,2,4,134507
scbench_choice_eng,39,87855,4,12.8,7,17,4.8,3,7,87925
scbench_choice_eng,40,88955,4,13.8,10,20,4.5,2,6,89028
scbench_choice_eng,41,127843,4,9.2,8,11,5.8,1,10,127903
scbench_choice_eng,42,384776,4,10,9,11,3.5,2,6,384830
scbench_choice_eng,43,142617,4,14.5,9,23,7.2,4,17,142704
scbench_choice_eng,44,308607,4,12,8,15,4.2,1,7,308672
scbench_choice_eng,45,480458,4,9.5,8,11,3.5,2,5,480510
scbench_choice_eng,46,87889,4,13.2,11,15,8.2,3,13,87975
scbench_choice_eng,47,90556,4,17.8,14,20,2.5,2,3,90637
scbench_choice_eng,48,101505,4,21.5,9,28,7.8,2,11,101622
scbench_choice_eng,49,223027,4,14.2,12,19,7.2,2,15,223113
scbench_choice_eng,50,116811,4,16.5,12,23,4,1,6,116893
scbench_choice_eng,51,149276,4,12.2,8,16,2.8,2,4,149336
scbench_choice_eng,52,332935,4,16.8,14,20,9.2,3,13,333039
scbench_choice_eng,53,158406,4,16.8,15,18,5.8,3,10,158496
scbench_choice_eng,54,299398,4,12.8,7,23,3.2,2,5,299462
scbench_choice_eng,55,131724,4,18,13,22,10.2,8,13,131837
scbench_choice_eng,56,108327,4,11.5,6,18,2.2,1,3,108382
scbench_choice_eng,57,142328,4,17.2,13,21,5.2,1,11,142418
scbench_many_shot,0,26335,5,239.8,217,278,1,1,1,27539
scbench_many_shot,1,26335,5,258.6,230,304,1,1,1,27633
scbench_many_shot,2,26335,5,243.8,219,270,1,1,1,27559
scbench_many_shot,3,26335,5,258.2,235,297,1,1,1,27631
scbench_many_shot,4,26335,5,242.8,221,305,1,1,1,27554
scbench_many_shot,5,26335,5,240.8,213,256,1,1,1,27544
scbench_many_shot,6,26335,5,247.4,228,265,1,1,1,27577
scbench_many_shot,7,26335,5,243.6,228,261,1,1,1,27558
scbench_many_shot,8,26335,5,254.4,236,263,1,1,1,27612
scbench_many_shot,9,26335,5,244.8,221,273,1,1,1,27564
scbench_many_shot,10,26335,5,229.2,219,243,1,1,1,27486
scbench_many_shot,11,26335,5,242.2,222,268,1,1,1,27551
scbench_many_shot,12,26335,5,262.6,231,319,1,1,1,27653
scbench_many_shot,13,26335,5,250.8,220,298,1,1,1,27594
scbench_many_shot,14,26335,5,241.6,216,297,1,1,1,27548
scbench_many_shot,15,26335,5,250.6,223,335,1,1,1,27593
scbench_many_shot,16,26335,5,236,230,255,1,1,1,27520
scbench_many_shot,17,26335,5,258.8,237,288,1,1,1,27634
scbench_many_shot,18,25791,5,207,198,218,1,1,1,26831
scbench_many_shot,19,25791,5,211.2,202,220,1,1,1,26852
scbench_many_shot,20,25791,5,214.4,200,229,1,1,1,26868
scbench_many_shot,21,25791,5,207.6,200,215,1,1,1,26834
scbench_many_shot,22,25791,5,210.6,200,219,1,1,1,26849
scbench_many_shot,23,25791,5,207.2,202,218,1,1,1,26832
scbench_many_shot,24,25791,5,208,200,216,1,1,1,26836
scbench_many_shot,25,25791,5,209.8,200,219,1,1,1,26845
scbench_many_shot,26,25791,5,212,202,219,1,1,1,26856
scbench_many_shot,27,25791,5,210.4,204,229,1,1,1,26848
scbench_many_shot,28,25791,5,212.4,204,219,1,1,1,26858
scbench_many_shot,29,25791,5,210.2,206,215,1,1,1,26847
scbench_many_shot,30,25791,5,206.8,196,218,1,1,1,26830
scbench_many_shot,31,25791,5,207.6,198,219,1,1,1,26834
scbench_many_shot,32,25791,5,207,200,227,1,1,1,26831
scbench_many_shot,33,25791,5,212.4,202,220,1,1,1,26858
scbench_many_shot,34,25791,5,212.8,198,227,1,1,1,26860
scbench_many_shot,35,25791,5,210.8,204,219,1,1,1,26850
scbench_many_shot,36,14635,5,96,87,118,1,1,1,15120
scbench_many_shot,37,14635,5,97.2,84,108,1,1,1,15126
scbench_many_shot,38,14635,5,97.2,88,110,1,1,1,15126
scbench_many_shot,39,14635,5,95.4,85,104,1,1,1,15117
scbench_many_shot,40,14635,5,95.8,84,104,1,1,1,15119
scbench_many_shot,41,14635,5,91.2,84,95,1,1,1,15096
scbench_many_shot,42,14635,5,94.6,75,108,1,1,1,15113
scbench_many_shot,43,14635,5,93.2,87,101,1,1,1,15106
scbench_many_shot,44,14635,5,94.2,83,107,1,1,1,15111
scbench_many_shot,45,14635,5,94,90,99,1,1,1,15110
scbench_many_shot,46,14635,5,99.6,88,105,1,1,1,15138
scbench_many_shot,47,14635,5,97.6,93,101,1,1,1,15128
scbench_many_shot,48,14635,5,98.6,89,107,1,1,1,15133
scbench_many_shot,49,14635,5,95.4,78,109,1,1,1,15117
scbench_many_shot,50,14635,5,91.6,87,104,1,1,1,15098
scbench_many_shot,51,14635,5,98.2,86,108,1,1,1,15131
scbench_many_shot,52,14635,5,89.2,76,101,1,1,1,15086
scbench_many_shot,53,14635,5,93.4,77,102,1,1,1,15107
scbench_mf,0,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,3,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,6,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,9,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,12,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,15,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,18,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,21,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,24,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,27,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,30,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,33,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,36,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,39,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,42,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,45,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,48,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,51,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,54,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,57,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,60,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,63,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,66,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,69,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,72,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,75,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,78,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,81,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,84,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,87,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,90,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,93,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,96,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,99,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,102,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,105,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,108,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,111,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,114,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,117,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,120,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,123,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,126,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,129,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,132,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,135,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,138,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,141,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,144,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,147,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,150,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,153,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,156,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,159,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,162,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,165,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,168,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,171,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,174,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,177,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,180,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,183,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,186,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,189,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,192,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,195,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,198,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,201,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,204,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,207,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,210,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,213,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,216,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,219,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,222,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,225,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,228,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,231,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,234,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,237,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,240,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,243,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,246,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,249,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,252,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,255,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,258,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,261,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,264,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,267,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,270,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,273,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,276,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,279,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,282,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,285,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,288,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,291,60000,6,22.7,21,24,1,1,1,60142
scbench_mf,294,59999,6,22.7,21,24,1,1,1,60141
scbench_mf,297,60000,6,22.7,21,24,1,1,1,60142
scbench_summary,1,97942,5,32,26,38,73.6,59,94,98470
scbench_summary,2,100896,5,28.4,24,32,93.4,57,144,101505
scbench_summary,3,98844,5,30,28,33,77.6,57,113,99382
scbench_summary,4,103952,5,33.4,25,47,69.2,41,119,104465
scbench_summary,5,103608,5,35.2,30,41,88,48,144,104224
scbench_summary,6,96622,5,35.4,25,47,74.8,65,81,97173
scbench_summary,7,102670,5,31.2,25,39,72.8,51,124,103190
scbench_summary,8,112709,5,36.8,30,45,68.4,28,87,113235
scbench_summary,9,103745,5,33.6,27,52,58.2,38,87,104204
scbench_summary,10,113169,5,39.2,24,55,79.6,59,132,113763
scbench_summary,11,102236,5,37,32,45,59.6,41,91,102719
scbench_summary,12,105080,5,33.8,27,46,99.6,78,117,105747
scbench_summary,13,101288,5,32.6,26,38,58.6,39,82,101744
scbench_summary,14,102174,5,30.4,25,34,65.2,38,92,102652
scbench_summary,15,103160,5,33.6,29,44,88,48,186,103768
scbench_summary,16,103370,5,35.6,31,39,85.6,50,158,103976
scbench_summary,17,106061,5,30.8,27,37,89,51,172,106660
scbench_summary,18,103947,5,33.4,31,36,73,59,88,104479
scbench_summary,19,101342,5,36,26,55,70.8,47,105,101876
scbench_summary,20,103094,5,36.4,30,48,66.6,39,100,103609
scbench_summary,21,105072,5,29.8,26,34,62.6,50,83,105534
scbench_summary,22,113040,5,36.4,31,43,74.4,46,119,113594
scbench_summary,24,100411,5,40.8,27,83,75.2,62,92,100991
scbench_summary,25,102924,5,29.4,26,36,80.2,58,135,103472
scbench_summary,26,112039,5,32.8,27,40,67,37,111,112538
scbench_summary,27,104772,5,34.6,29,44,66.8,40,118,105279
scbench_summary,28,102283,5,30.8,24,36,65.4,50,90,102764
scbench_summary,29,106813,5,35,29,41,77.4,48,125,107375
scbench_summary,30,104004,5,36.4,28,49,67.8,54,84,104525
scbench_summary,31,99895,5,30.4,27,33,62,48,84,100357
scbench_summary,32,101682,5,32.6,26,37,77.6,57,134,102233
scbench_summary,33,97731,5,34,26,40,58.8,45,77,98195
scbench_summary,34,103310,5,34,29,42,60.6,52,80,103783
scbench_summary,35,102682,5,28,24,32,60.6,51,75,103125
scbench_summary,36,102627,5,34.8,26,39,73.4,60,89,103168
scbench_summary,37,99250,5,32.6,28,38,76.6,61,99,99796
scbench_summary,38,96699,5,35.6,29,45,89.6,62,132,97325
scbench_summary,39,110708,5,37.2,24,52,109.8,69,146,111443
scbench_summary,40,103186,5,35,26,43,87.4,66,106,103798
scbench_summary,41,104046,5,34.6,29,42,61.8,39,112,104528
scbench_summary,42,105570,5,34.2,27,46,78.4,66,106,106133
scbench_summary,43,97752,5,35,27,48,89.6,54,126,98375
scbench_summary,44,106269,5,31.8,26,38,91,61,133,106883
scbench_summary,45,102293,5,35,26,42,75.2,52,116,102844
scbench_summary,46,102336,5,31.6,25,36,67.6,44,117,102832
scbench_summary,47,102797,5,31.6,23,47,84.8,54,147,103379
scbench_summary,49,108477,5,28.8,24,38,62.4,55,75,108933
scbench_summary,50,107068,5,33.6,29,39,90,65,153,107686
scbench_summary,51,101403,5,27.6,22,31,80.8,59,100,101945
scbench_summary,52,103604,5,43.8,26,67,67.2,44,124,104159
scbench_summary,53,97621,5,32,27,45,56.2,44,64,98062
scbench_summary,54,105731,5,26.6,22,30,50.6,41,67,106117
scbench_summary,55,106832,5,35,31,46,70.6,41,101,107360
scbench_summary,56,106763,5,28.6,22,40,62.8,36,135,107220
scbench_summary,57,106138,5,34.6,25,40,90.6,52,122,106764
scbench_summary,58,103288,5,32.6,28,40,67,57,82,103786
scbench_summary,59,111557,5,33.2,32,36,77.2,54,111,112109
scbench_summary,60,99031,5,35,32,39,83.2,61,98,99622
scbench_summary,61,104619,5,27,23,32,91.2,57,126,105210
scbench_summary,62,103236,5,29.4,27,35,108,91,129,103923
scbench_summary,63,97407,5,30.4,27,40,91.4,48,135,98016
scbench_summary,64,110559,5,32.8,27,37,69.4,49,90,111070
scbench_summary,65,101384,5,26.4,23,30,93.8,57,151,101985
scbench_summary,66,102914,5,29.2,23,35,67.4,52,96,103397
scbench_summary,67,98283,5,32,30,34,83.6,61,121,98861
scbench_summary,68,101233,5,31,28,35,92.4,59,126,101850
scbench_summary,69,100651,5,28.4,25,31,79.2,56,133,101189
scbench_summary,70,104338,5,40.6,37,48,81.2,59,140,104947
scbench_summary,71,102066,5,30.8,29,33,86,65,105,102650
scbench_summary,72,97562,5,34,27,50,70.6,34,102,98085
scbench_summary_with_needles,1,98018,8,21.1,10,38,37.5,2,94,98487
scbench_summary_with_needles,2,100973,8,19.8,10,32,44.9,2,144,101490
scbench_summary_with_needles,3,98920,8,19.6,10,31,41.8,2,113,99411
scbench_summary_with_needles,4,104025,8,22.4,10,47,29.4,2,70,104439
scbench_summary_with_needles,5,103688,8,22.8,10,41,48,2,144,104254
scbench_summary_with_needles,6,96701,8,23.2,10,47,37.8,2,81,97189
scbench_summary_with_needles,7,102751,8,21.1,10,39,39.4,2,124,103235
scbench_summary_with_needles,8,112782,8,23.6,10,45,40.2,2,87,113293
scbench_summary_with_needles,9,103821,8,22.6,10,52,28,2,87,104226
scbench_summary_with_needles,10,113246,8,25.6,10,55,41.5,2,132,113783
scbench_summary_with_needles,11,102310,8,23.4,10,45,30.1,2,91,102738
scbench_summary_with_needles,12,105154,8,22.4,10,46,52.8,2,117,105755
scbench_summary_with_needles,13,101363,8,20.8,10,38,27.4,2,75,101748
scbench_summary_with_needles,14,102250,8,20,10,34,32.2,2,92,102668
scbench_summary_with_needles,15,103236,8,22.4,10,44,46.8,2,186,103789
scbench_summary_with_needles,16,103446,8,22.5,10,39,34.8,2,76,103904
scbench_summary_with_needles,17,106137,8,20.9,10,37,35.1,2,85,106585
scbench_summary_with_needles,18,104020,8,21.8,10,36,39.2,2,88,104508
scbench_summary_with_needles,19,101419,8,24.2,10,55,37.5,2,105,101913
scbench_summary_with_needles,20,103170,8,24,10,48,33,2,100,103626
scbench_summary_with_needles,21,105147,8,19.4,10,33,33.8,2,83,105572
scbench_summary_with_needles,22,113114,8,22.4,10,37,38,2,119,113597
scbench_summary_with_needles,24,100486,8,26.8,10,83,40.2,2,92,101022
scbench_summary_with_needles,25,102999,8,19.4,10,36,43.9,2,135,103505
scbench_summary_with_needles,26,112114,8,22.1,10,40,35.1,2,111,112572
scbench_summary_with_needles,27,104851,8,23,10,44,36,2,118,105323
scbench_summary_with_needles,28,102356,8,20.5,10,36,30.6,2,64,102765
scbench_summary_with_needles,29,106884,8,21.8,10,37,40,2,125,107378
scbench_summary_with_needles,30,104082,8,21.6,10,39,36.6,2,84,104548
scbench_summary_with_needles,31,99972,8,20.6,10,33,29.2,2,70,100371
scbench_summary_with_needles,32,101761,8,21.4,10,37,41,2,134,102260
scbench_summary_with_needles,33,97809,8,21.6,10,40,29.4,2,77,98217
scbench_summary_with_needles,34,103385,8,21,10,35,31.6,2,80,103806
scbench_summary_with_needles,35,102759,8,18.5,10,29,32.5,2,75,103167
scbench_summary_with_needles,36,102699,8,22.4,10,39,37.4,2,89,103177
scbench_summary_with_needles,37,99328,8,21.9,10,38,41.2,2,99,99833
scbench_summary_with_needles,38,96773,8,22.8,10,45,49.2,2,132,97349
scbench_summary_with_needles,39,110783,8,24,10,52,51.8,2,146,111389
scbench_summary_with_needles,40,103264,8,23.6,10,43,42.4,2,93,103792
scbench_summary_with_needles,41,104116,8,22.1,10,42,33,2,112,104557
scbench_summary_with_needles,42,105647,8,23,10,46,40.1,2,106,106152
scbench_summary_with_needles,43,97827,8,23.5,10,48,45.6,2,126,98380
scbench_summary_with_needles,44,106344,8,21.4,10,38,47.5,2,133,106895
scbench_summary_with_needles,45,102371,8,22.9,10,42,39.5,2,116,102870
scbench_summary_with_needles,46,102414,8,20.2,10,34,28.6,2,78,102805
scbench_summary_with_needles,47,102871,8,20.9,10,47,44.9,2,147,103397
scbench_summary_with_needles,49,108553,8,20,10,38,33.1,2,75,108978
scbench_summary_with_needles,50,107144,8,21.8,10,39,45.1,2,153,107679
scbench_summary_with_needles,51,101481,8,18.4,10,29,39,2,92,101940
scbench_summary_with_needles,52,103682,8,28.1,10,67,36.9,2,124,104202
scbench_summary_with_needles,53,97696,8,21.6,10,45,30.6,2,64,98114
scbench_summary_with_needles,54,105809,8,18.2,10,30,26.8,2,67,106169
scbench_summary_with_needles,55,106908,8,23,10,46,40,2,101,107412
scbench_summary_with_needles,56,106843,8,19.8,10,40,35.8,2,135,107287
scbench_summary_with_needles,57,106215,8,22.2,10,40,49.8,2,122,106791
scbench_summary_with_needles,58,103368,8,20.4,10,33,35.6,2,82,103816
scbench_summary_with_needles,59,111630,8,21.8,10,36,39.9,2,111,112123
scbench_summary_with_needles,60,99107,8,22.6,10,39,40.8,2,95,99614
scbench_summary_with_needles,61,104694,8,18.5,10,32,43.5,2,126,105190
scbench_summary_with_needles,62,103309,8,19,10,29,53.8,2,129,103891
scbench_summary_with_needles,63,97482,8,19,10,30,52.1,2,135,98051
scbench_summary_with_needles,64,110633,8,21.1,10,37,38.2,2,90,111108
scbench_summary_with_needles,65,101460,8,17.8,10,28,40.8,2,127,101928
scbench_summary_with_needles,66,102988,8,19.4,10,35,35.2,2,96,103425
